Cryptocurrency Name,Symbol,Date,Opening Price (USD),Closing Price (USD),Highest Price (USD),Lowest Price (USD),Market Capitalization (USD),Volume (24h),Total Supply,Price Change (24h%),Price Change (7d%),Blockchain Network,Popularity Rank
Shiba Inu,SHIB,2022-02-17 16:00:00,8700.82,1485.16,45716.45,29067.58,50709862928.02,70553504.66,755781715.8,13.24,8.88,Binance Smart Chain,9
Avalanche,AVAX,2022-02-17 17:00:00,47822.55,5050.64,43601.12,48677.77,80384170074.39,123390767.7,97771392.43,-37.86,-44.57,Cardano,49
TRON,TRX,2022-02-17 18:00:00,21147.68,37583.34,2236.97,35386.03,30609595856.83,867775070.43,677066632.99,2.13,9.04,Cardano,31
Avalanche,AVAX,2022-02-17 19:00:00,41177.81,32304.28,13476.96,8900.17,3961032380.54,726216016.5,818579113.72,-5.67,21.05,Binance Smart Chain,72
Avalanche,AVAX,2022-02-17 20:00:00,36851.32,44496.98,46824.4,13062.63,55141564855.9,538208985.01,712306032.59,46.95,17.62,Ethereum,35
Shiba Inu,SHIB,2022-02-17 21:00:00,47152.16,45263.46,34991.54,34026.08,87596830520.47,498741428.79,813374247.17,31.81,20.47,Binance Smart Chain,2
TRON,TRX,2022-02-17 22:00:00,23105.79,16081.86,11307.61,7691.85,56459475393.63,792075558.67,461520463.04,-48.94,3.16,Binance Smart Chain,77
Chainlink,LINK,2022-02-17 23:00:00,10261.05,2863.66,2824.36,18181.32,4937651448.92,233666330.14,195605498.13,43.47,-48.84,Ethereum,42
TRON,TRX,2022-02-18 00:00:00,36816.44,42634.76,3690.08,13175.24,90345107235.26,741612898.01,26982738.85,3.69,-37.6,Cardano,80
Dogecoin,DOGE,2022-02-18 01:00:00,23889.77,47117.2,7106.66,27147.61,14615682087.58,651432633.81,51418996.3,9.7,0.1,Binance Smart Chain,44
TRON,TRX,2022-02-18 02:00:00,10409.65,3937.03,48279.1,42121.11,27903365386.22,261629755.75,510458761.33,40.37,34.74,Binance Smart Chain,45
TRON,TRX,2022-02-18 03:00:00,22310.53,21827.08,28977.37,18047.55,80250389102.52,884589948.09,813855499.48,19.06,-9.53,Ethereum,29
Solana,SOL,2022-02-18 04:00:00,4319.2,45021.79,21171.6,10647.86,98613034805.96,829876116.61,402141642.73,24.85,20.07,Cardano,97
Shiba Inu,SHIB,2022-02-18 05:00:00,39053.22,1743.67,36082.61,28723.01,66885438088.89,584398899.82,623714806.87,-25.15,27.72,Cardano,32
Dogecoin,DOGE,2022-02-18 06:00:00,22788.92,24201.02,46656.87,45299.01,13120396103.46,100244291.92,242735423.54,39.72,-4.16,Binance Smart Chain,67
Dogecoin,DOGE,2022-02-18 07:00:00,3041.11,23079.55,19545.86,4295.91,76430538076.16,810904242.95,907165167.58,-19.79,36.12,Binance Smart Chain,5
Chainlink,LINK,2022-02-18 08:00:00,28477.74,9013.29,6961.59,20157.65,58411037604.86,706652885.12,306800268.6,-17.54,-47.6,Ethereum,6
Chainlink,LINK,2022-02-18 09:00:00,10472.07,29764.61,42041.13,43416.5,49732627596.99,112841061.31,981675102.75,-25.39,-0.03,Ethereum,86
Polkadot,DOT,2022-02-18 10:00:00,21504.74,42375.84,32943.39,26096.75,58842423648.02,392590590.77,37343194.2,-34.64,-8.03,Binance Smart Chain,12
Avalanche,AVAX,2022-02-18 11:00:00,31619.81,21354.86,23264.51,5413.58,93236806042.86,585709788.49,1916124.25,49.88,-1.32,Cardano,60
Litecoin,LTC,2022-02-18 12:00:00,24567.15,2804.25,24395.4,6556.76,36994003084.43,448342056.19,476807698.72,-48.68,-23.62,Ethereum,24
Shiba Inu,SHIB,2022-02-18 13:00:00,11316.51,49684.71,38840.6,44014.01,91205381927.84,256002306.43,86198523.43,-28.21,32.75,Binance Smart Chain,87
Dogecoin,DOGE,2022-02-18 14:00:00,15694.37,49492.03,36468.88,31184.9,50706501740.44,889738768.08,97966213.86,-37.04,40.65,Ethereum,91
Dogecoin,DOGE,2022-02-18 15:00:00,30942.57,30852.44,37722.25,25706.99,99579562985.93,86142259.24,605053752.05,36.1,-34.06,Binance Smart Chain,12
Litecoin,LTC,2022-02-18 16:00:00,1218.77,10954.18,11000.62,32497.46,42934083655.8,379185507.12,408494232.06,-33.54,47.6,Cardano,15
Avalanche,AVAX,2022-02-18 17:00:00,11713.56,19105.24,40211.9,19826.82,61668433353.51,779900049.29,811650735.59,-19.21,-19.28,Binance Smart Chain,17
Shiba Inu,SHIB,2022-02-18 18:00:00,35741.66,7386.35,11916.38,48536.55,35601513845.0,513682649.59,864774044.6,-3.93,43.59,Ethereum,36
Polkadot,DOT,2022-02-18 19:00:00,5639.26,33523.15,15052.02,4429.32,56796889858.57,585766267.3,276323836.33,-3.83,-44.87,Cardano,43
Stellar,XLM,2022-02-18 20:00:00,22251.04,46578.86,28131.23,449.34,58739242642.58,238372865.19,892989176.32,-27.12,-35.06,Binance Smart Chain,29
Shiba Inu,SHIB,2022-02-18 21:00:00,16356.38,28594.77,8052.81,44846.84,34646716649.52,480718071.41,688039922.76,-37.96,32.47,Binance Smart Chain,77
Avalanche,AVAX,2022-02-18 22:00:00,45738.92,20083.64,33544.38,18493.22,84151119528.98,221988787.09,944490638.89,-22.38,42.89,Ethereum,71
Dogecoin,DOGE,2022-02-18 23:00:00,43288.28,18397.17,8113.54,10845.83,84527425335.72,774400834.52,186040101.63,7.56,32.37,Binance Smart Chain,9
Dogecoin,DOGE,2022-02-19 00:00:00,11421.92,46699.68,40835.17,11228.62,40910524774.61,25079837.19,241809563.48,-2.5,49.66,Ethereum,75
Solana,SOL,2022-02-19 01:00:00,22883.82,12979.98,10835.08,28069.23,83280969332.96,514428802.99,489174108.57,20.44,-30.16,Cardano,1
Avalanche,AVAX,2022-02-19 02:00:00,17251.19,24114.53,42392.25,12087.7,5627160000.84,483437029.03,810461894.05,7.71,-22.58,Binance Smart Chain,97
TRON,TRX,2022-02-19 03:00:00,32809.88,37075.44,6306.89,37176.94,50107976697.1,599261986.49,200884174.2,39.09,-12.82,Cardano,72
Stellar,XLM,2022-02-19 04:00:00,20608.57,6972.57,9297.1,3537.92,29058489095.39,825228239.41,122617083.39,37.97,13.21,Cardano,82
Solana,SOL,2022-02-19 05:00:00,15188.93,39092.54,38399.08,28097.44,91596035389.78,471990755.64,731565166.95,33.05,-43.85,Ethereum,7
Dogecoin,DOGE,2022-02-19 06:00:00,20838.48,27546.96,47833.53,21914.16,92702247692.05,724992353.18,810927587.11,-18.26,-45.65,Cardano,1
Avalanche,AVAX,2022-02-19 07:00:00,21885.34,20913.92,273.36,40898.05,94671637036.6,879795936.85,785538591.87,19.37,-48.39,Binance Smart Chain,38
Stellar,XLM,2022-02-19 08:00:00,16445.59,2203.95,1683.54,27517.49,5145794146.47,710542583.2,762440815.92,-11.51,-20.52,Cardano,61
Polkadot,DOT,2022-02-19 09:00:00,8187.22,25272.19,24267.06,24153.92,20222537281.85,122188953.95,817362586.67,-5.96,-16.95,Cardano,53
Polkadot,DOT,2022-02-19 10:00:00,36397.14,13989.84,42910.31,25862.05,94876228192.47,124075473.59,395213597.12,-48.29,-38.69,Ethereum,99
Stellar,XLM,2022-02-19 11:00:00,655.11,27972.27,18969.98,31000.86,83349974381.92,743889207.13,30986508.48,-28.56,1.04,Ethereum,14
TRON,TRX,2022-02-19 12:00:00,37296.74,7989.56,36856.92,39903.88,21697920370.79,502661070.26,279193862.05,-2.1,47.31,Cardano,41
Stellar,XLM,2022-02-19 13:00:00,27025.97,14397.7,14697.13,40556.03,90405860722.53,444343430.65,415479339.13,-38.32,-4.72,Cardano,50
TRON,TRX,2022-02-19 14:00:00,2191.02,23157.84,33286.56,3591.02,40503976249.55,213386442.26,338197428.06,45.75,47.56,Ethereum,67
Polygon,MATIC,2022-02-19 15:00:00,42846.54,35769.65,49293.09,31535.62,49753580340.01,876882237.9,449857476.2,16.42,-1.93,Ethereum,14
Chainlink,LINK,2022-02-19 16:00:00,31133.01,16929.96,15796.31,45025.72,59100138991.23,526650531.48,937273709.75,-4.18,29.47,Ethereum,68
Shiba Inu,SHIB,2022-02-19 17:00:00,13084.94,15540.76,36718.18,37748.75,32161339705.41,498354166.72,944602533.07,39.25,-30.3,Ethereum,49
TRON,TRX,2022-02-19 18:00:00,7244.4,30470.01,46089.05,5492.03,76992484235.4,973010485.05,118614864.68,-22.57,22.27,Ethereum,87
Chainlink,LINK,2022-02-19 19:00:00,30988.95,11718.47,39941.02,2967.64,97528974668.53,150995737.76,749342694.04,-5.92,4.01,Cardano,95
Dogecoin,DOGE,2022-02-19 20:00:00,1620.96,48381.21,24481.36,9462.63,93758023274.71,266460901.03,465564533.59,-27.3,0.61,Cardano,70
Avalanche,AVAX,2022-02-19 21:00:00,39113.46,19488.49,18644.81,12767.53,10512438924.7,55242496.15,456755103.82,35.36,42.67,Ethereum,32
Stellar,XLM,2022-02-19 22:00:00,29925.09,43126.55,10789.76,15448.73,70637896791.7,702910918.43,496894915.48,23.19,27.45,Cardano,70
Dogecoin,DOGE,2022-02-19 23:00:00,13787.49,26188.97,36024.37,4190.97,37974930634.75,271845500.81,430210004.52,10.0,-43.39,Cardano,27
TRON,TRX,2022-02-20 00:00:00,38121.91,36785.25,13131.69,3418.91,66696154612.85,431589902.95,297332157.59,44.22,-8.51,Binance Smart Chain,32
Solana,SOL,2022-02-20 01:00:00,7771.91,3247.78,14339.53,3325.31,34670035676.84,572711728.67,632335650.92,11.59,-37.29,Ethereum,75
TRON,TRX,2022-02-20 02:00:00,46110.91,14731.04,1340.72,18558.65,2407169972.51,118288239.96,364352266.94,-40.79,-43.6,Cardano,10
Polygon,MATIC,2022-02-20 03:00:00,2241.46,2050.45,41833.22,34882.68,86933971032.12,188728072.22,616550161.93,-30.37,-38.52,Cardano,14
Solana,SOL,2022-02-20 04:00:00,33364.66,14364.0,10073.86,14379.69,78274880534.46,456051938.44,461685562.81,4.49,8.64,Binance Smart Chain,69
TRON,TRX,2022-02-20 05:00:00,16294.09,38838.05,42237.38,49996.81,519901289.41,815587920.92,975729182.96,-5.42,-34.61,Ethereum,67
Dogecoin,DOGE,2022-02-20 06:00:00,409.99,12895.0,4837.77,35645.99,29498448220.43,361784425.04,570845254.74,31.3,-39.8,Ethereum,89
Avalanche,AVAX,2022-02-20 07:00:00,22671.65,10814.99,30685.68,18608.9,13239143006.67,557030315.42,34778097.27,34.48,-18.58,Ethereum,72
Chainlink,LINK,2022-02-20 08:00:00,21584.74,16746.62,33791.35,27830.14,28153069020.93,474203182.99,746059284.84,-11.85,-41.39,Ethereum,68
Solana,SOL,2022-02-20 09:00:00,40738.41,41630.24,35475.09,43842.59,84910459754.13,858251205.88,546826647.35,-11.47,-49.29,Ethereum,34
Polygon,MATIC,2022-02-20 10:00:00,28601.21,9993.27,9603.94,34487.54,39548319001.25,743062593.98,147662047.96,35.14,0.41,Binance Smart Chain,60
Polkadot,DOT,2022-02-20 11:00:00,10725.05,39442.24,17173.66,36736.25,30267701240.24,52754340.38,127218586.32,-19.03,-30.41,Ethereum,3
Solana,SOL,2022-02-20 12:00:00,6223.89,45893.92,16953.36,23200.64,78208519800.02,356476147.04,623210470.79,-16.66,6.69,Ethereum,49
Polygon,MATIC,2022-02-20 13:00:00,15972.62,5504.75,34402.5,13928.87,50609676387.91,549776793.08,658348718.83,-35.78,-7.61,Cardano,29
TRON,TRX,2022-02-20 14:00:00,27995.67,30095.34,13952.83,12605.92,88422657577.35,42693506.72,850919003.74,-27.72,-39.99,Cardano,73
TRON,TRX,2022-02-20 15:00:00,39314.14,44393.23,40159.48,18782.77,50789080164.5,356928472.77,298313758.56,-36.09,0.41,Binance Smart Chain,64
Avalanche,AVAX,2022-02-20 16:00:00,48486.37,6556.37,5927.79,41002.66,42653502647.39,604278499.79,964478489.89,-25.18,-11.19,Cardano,16
Stellar,XLM,2022-02-20 17:00:00,39629.42,22644.03,34961.04,24976.96,52435570149.02,591892644.8,345318506.36,12.02,-34.96,Binance Smart Chain,81
Polygon,MATIC,2022-02-20 18:00:00,48968.84,24841.61,28837.64,46406.85,10971741078.27,116394945.77,186745394.84,11.05,16.12,Binance Smart Chain,20
Shiba Inu,SHIB,2022-02-20 19:00:00,6149.88,14712.99,4349.18,24837.97,50019769457.36,287680472.87,937889332.54,8.62,10.38,Binance Smart Chain,91
Solana,SOL,2022-02-20 20:00:00,7125.76,45497.97,11544.19,49864.77,25944106936.77,655990328.71,212568738.82,-32.8,23.55,Binance Smart Chain,14
Avalanche,AVAX,2022-02-20 21:00:00,39641.69,7017.27,11423.42,22738.68,82100192220.24,923405338.06,926425230.88,-12.5,-26.06,Ethereum,25
Shiba Inu,SHIB,2022-02-20 22:00:00,4612.82,44473.02,33270.41,2798.7,58736127999.9,68451086.64,573232234.15,-40.43,20.63,Binance Smart Chain,12
Shiba Inu,SHIB,2022-02-20 23:00:00,406.84,49604.05,43326.62,33054.42,26379869967.08,398375575.47,251735725.21,-45.02,-26.24,Cardano,69
Chainlink,LINK,2022-02-21 00:00:00,13745.92,46710.81,34206.76,21181.79,74627210819.81,732996037.63,333264404.64,-8.44,-25.71,Binance Smart Chain,11
Litecoin,LTC,2022-02-21 01:00:00,9263.3,30951.56,29629.65,11630.65,11273815974.42,980353712.72,939064410.11,-11.05,9.91,Ethereum,46
Polygon,MATIC,2022-02-21 02:00:00,3357.39,30389.86,33960.56,32187.0,1795988752.31,72709800.43,209219563.39,24.67,-26.16,Ethereum,39
Chainlink,LINK,2022-02-21 03:00:00,2196.21,28491.13,34299.15,13998.96,63048914383.55,463621382.06,834010952.84,-13.48,-38.97,Cardano,79
Chainlink,LINK,2022-02-21 04:00:00,28537.79,42259.37,2438.4,10414.55,77302314091.54,514842722.87,609835594.84,-33.57,25.54,Cardano,95
Chainlink,LINK,2022-02-21 05:00:00,8694.49,1304.22,38830.31,9231.99,45724793714.88,614768507.27,237419392.82,18.21,2.32,Binance Smart Chain,41
Stellar,XLM,2022-02-21 06:00:00,11171.39,10260.45,21342.18,44004.67,27453148981.39,989415470.58,175158359.13,-33.68,46.81,Ethereum,48
Litecoin,LTC,2022-02-21 07:00:00,41350.95,22081.05,18229.86,2895.99,80889629531.45,478551135.16,405619469.43,34.48,-19.87,Binance Smart Chain,80
Polygon,MATIC,2022-02-21 08:00:00,34468.68,32496.7,3441.31,47318.01,44537365180.31,706051748.52,842746133.82,-5.62,24.44,Binance Smart Chain,29
Polygon,MATIC,2022-02-21 09:00:00,26182.91,44678.59,48503.13,17417.56,75309499008.95,438918818.16,9509668.35,2.23,-30.36,Binance Smart Chain,5
Polygon,MATIC,2022-02-21 10:00:00,36685.92,18069.02,41637.24,42295.3,34501538714.25,388132247.69,878546226.54,-16.55,-36.27,Binance Smart Chain,74
Stellar,XLM,2022-02-21 11:00:00,24031.51,25583.97,40992.38,7340.82,99182944587.67,418024919.91,805958935.5,21.31,-29.9,Binance Smart Chain,64
Polygon,MATIC,2022-02-21 12:00:00,40507.44,19124.6,1090.52,14245.05,56971103122.62,220884068.48,637474882.39,32.66,-34.96,Cardano,98
Avalanche,AVAX,2022-02-21 13:00:00,41500.73,5890.81,10405.26,39841.74,84241013235.92,209942200.88,968245343.23,-23.66,7.94,Binance Smart Chain,88
Polygon,MATIC,2022-02-21 14:00:00,11256.11,20760.36,49263.06,20121.65,55580329219.83,605418556.93,568935605.51,-10.5,34.14,Binance Smart Chain,59
Shiba Inu,SHIB,2022-02-21 15:00:00,12486.33,5900.73,25860.3,16766.29,81519202745.87,18410326.56,89205414.67,12.47,-29.63,Binance Smart Chain,68
Dogecoin,DOGE,2022-02-21 16:00:00,19271.19,17159.07,17238.55,36434.96,7243593590.29,512634910.96,114745797.31,-42.1,28.88,Binance Smart Chain,6
Avalanche,AVAX,2022-02-21 17:00:00,10767.93,36796.73,8712.13,38891.1,44622935423.0,456037996.78,298842314.96,19.28,10.64,Ethereum,92
Solana,SOL,2022-02-21 18:00:00,18170.83,6947.24,28541.3,20103.68,29546621586.33,511253877.22,397476457.17,11.86,1.39,Cardano,57
Polygon,MATIC,2022-02-21 19:00:00,1312.88,29754.15,16236.88,10720.43,99704927876.48,281784537.13,587131580.27,-15.4,5.16,Ethereum,73
TRON,TRX,2022-02-21 20:00:00,46557.0,49536.7,21878.91,3969.16,13053362270.29,44296892.45,407140228.71,9.58,14.84,Ethereum,1
Shiba Inu,SHIB,2022-02-21 21:00:00,18972.48,39733.04,3372.11,40503.9,49346976059.59,732907285.38,261972111.19,-41.03,-17.64,Cardano,88
Stellar,XLM,2022-02-21 22:00:00,32779.82,35957.59,47160.58,43876.33,5940755760.84,486032902.78,234482354.93,-3.41,-20.39,Ethereum,91
Avalanche,AVAX,2022-02-21 23:00:00,42835.16,8278.55,20828.95,8299.89,36101562118.63,241791836.23,498678477.96,-10.58,-24.44,Ethereum,36
Solana,SOL,2022-02-22 00:00:00,30860.8,47871.69,34201.35,37152.33,31792367095.58,149112494.74,43001377.19,-48.4,-26.0,Ethereum,77
Dogecoin,DOGE,2022-02-22 01:00:00,31546.54,5083.48,41374.06,44613.52,98507416445.34,615524225.23,169763920.29,-2.88,-33.07,Binance Smart Chain,79
Litecoin,LTC,2022-02-22 02:00:00,30481.76,41926.54,17997.46,36607.65,22778049416.04,729205698.22,925519959.21,46.86,-41.76,Binance Smart Chain,67
Litecoin,LTC,2022-02-22 03:00:00,5498.75,39553.24,6045.73,49145.56,97187643290.41,574430617.46,183328058.26,-6.71,48.6,Binance Smart Chain,74
Solana,SOL,2022-02-22 04:00:00,32573.26,34922.56,42725.11,46972.34,22001447822.01,668724876.19,813702669.34,31.3,28.78,Cardano,69
Polygon,MATIC,2022-02-22 05:00:00,31969.21,1620.05,27281.46,28942.24,18108297695.09,513328632.33,268023151.66,14.69,-46.93,Ethereum,55
Polkadot,DOT,2022-02-22 06:00:00,21695.92,10968.99,10950.01,5974.16,23419412535.18,290147699.54,464680837.17,-31.9,-41.87,Ethereum,55
Polkadot,DOT,2022-02-22 07:00:00,8833.71,10381.13,27952.02,40258.13,98825646179.38,588581402.61,783128793.86,-42.38,-3.13,Cardano,98
TRON,TRX,2022-02-22 08:00:00,46823.1,8945.44,45059.01,20404.93,27359059443.41,478784097.08,148816373.33,-24.48,-26.0,Ethereum,70
Chainlink,LINK,2022-02-22 09:00:00,23570.27,41995.41,45335.78,5996.0,5192626078.21,260289936.38,78840789.68,-43.08,41.39,Cardano,9
Avalanche,AVAX,2022-02-22 10:00:00,3429.22,18771.41,8668.81,7000.56,6444390176.34,333459822.0,966486391.58,18.65,43.03,Binance Smart Chain,92
TRON,TRX,2022-02-22 11:00:00,34757.04,40867.56,775.09,26779.73,33368579418.42,687971573.75,783216978.64,39.46,-31.07,Ethereum,88
Stellar,XLM,2022-02-22 12:00:00,36397.17,37779.86,10405.01,28167.04,33096484915.46,209277800.4,216888851.63,0.08,4.79,Binance Smart Chain,92
Shiba Inu,SHIB,2022-02-22 13:00:00,37419.82,21641.55,13628.31,29259.49,39813009755.54,557458525.04,327981756.67,0.19,14.59,Cardano,28
Avalanche,AVAX,2022-02-22 14:00:00,11638.53,12442.58,953.38,17531.36,53022525489.86,651813935.19,787172694.07,-46.1,-12.5,Cardano,31
Shiba Inu,SHIB,2022-02-22 15:00:00,18196.99,6080.91,15048.48,2301.72,34881710320.19,681223941.45,643851457.89,-1.57,-40.71,Ethereum,28
Polkadot,DOT,2022-02-22 16:00:00,35990.07,29188.79,39701.35,13613.96,7388747695.57,617511849.56,842614577.04,16.19,18.0,Binance Smart Chain,94
Chainlink,LINK,2022-02-22 17:00:00,19113.69,40895.19,14111.87,35023.38,28989132757.19,158826529.22,971609136.75,35.91,49.02,Binance Smart Chain,98
Avalanche,AVAX,2022-02-22 18:00:00,21512.66,17104.6,1972.09,20684.1,62730864508.42,381258002.7,580254505.73,-41.68,36.08,Ethereum,6
Litecoin,LTC,2022-02-22 19:00:00,6113.31,26206.27,15814.35,19790.39,94779207656.41,327172494.02,550373123.33,-17.25,-22.28,Binance Smart Chain,27
Stellar,XLM,2022-02-22 20:00:00,26901.3,21370.89,48212.52,33338.22,71888314256.74,611339998.98,582169869.72,-0.93,-5.2,Ethereum,97
Polygon,MATIC,2022-02-22 21:00:00,37951.73,46829.46,32604.74,7003.49,30346675266.53,391383544.96,574356395.53,-1.39,18.99,Binance Smart Chain,65
Solana,SOL,2022-02-22 22:00:00,22451.49,13331.6,36394.77,16318.91,51793668860.4,470173230.01,898604289.28,-40.91,43.1,Ethereum,9
Litecoin,LTC,2022-02-22 23:00:00,38292.47,45743.09,37846.24,32900.77,45243853783.8,18856717.93,343965543.71,-23.15,-1.45,Cardano,20
Avalanche,AVAX,2022-02-23 00:00:00,29233.89,38138.73,40464.84,16242.18,56582596264.12,35148963.4,376980946.69,39.97,-35.63,Binance Smart Chain,90
Polygon,MATIC,2022-02-23 01:00:00,9276.03,44664.93,42535.95,23017.04,25867539519.23,597539378.8,369196216.58,-26.05,4.04,Binance Smart Chain,16
Chainlink,LINK,2022-02-23 02:00:00,35270.53,3503.45,19594.23,28567.27,21163604398.15,513164457.83,809427391.82,4.98,-22.21,Binance Smart Chain,94
Dogecoin,DOGE,2022-02-23 03:00:00,20803.43,42069.67,6349.9,37268.91,74791545243.06,474698872.47,487607201.35,27.76,-29.56,Binance Smart Chain,76
Polkadot,DOT,2022-02-23 04:00:00,909.38,33928.8,36186.34,21153.08,97311542682.15,114014659.15,541111214.96,-48.89,35.77,Ethereum,82
Dogecoin,DOGE,2022-02-23 05:00:00,17324.54,45153.07,43004.29,41942.28,1962518230.75,942643311.08,256057028.66,-5.71,42.57,Cardano,8
Chainlink,LINK,2022-02-23 06:00:00,43257.96,12081.91,20031.63,49497.66,47481568705.72,609435767.9,977793746.11,18.86,44.36,Ethereum,70
Avalanche,AVAX,2022-02-23 07:00:00,43372.77,46238.31,25592.34,20869.09,80027964098.1,693694634.59,572978957.15,19.09,38.19,Cardano,44
Avalanche,AVAX,2022-02-23 08:00:00,7943.38,33829.25,29543.62,30692.74,60536998987.73,313555621.36,309950502.29,-1.69,-18.79,Cardano,38
Shiba Inu,SHIB,2022-02-23 09:00:00,32436.46,44921.63,21825.35,18537.8,92320524171.98,480973856.37,834362940.74,17.81,17.76,Binance Smart Chain,43
Litecoin,LTC,2022-02-23 10:00:00,23501.61,32652.42,26639.75,7584.08,60271386124.35,6897224.64,546843890.04,27.38,29.73,Ethereum,91
Polygon,MATIC,2022-02-23 11:00:00,5009.77,47471.49,48842.45,46915.83,72915899178.33,338136700.17,376136483.22,27.89,7.07,Ethereum,78
Litecoin,LTC,2022-02-23 12:00:00,10723.39,48357.77,28851.6,21018.17,30304569756.78,886926628.37,682223009.18,49.78,-42.62,Cardano,63
Dogecoin,DOGE,2022-02-23 13:00:00,3589.83,48597.74,22388.49,8561.39,78206968371.59,30378970.06,961770723.17,15.35,14.68,Binance Smart Chain,90
Dogecoin,DOGE,2022-02-23 14:00:00,26010.27,42580.94,20026.88,5922.18,21521133895.37,46029464.62,343286062.26,4.67,0.68,Binance Smart Chain,56
Polkadot,DOT,2022-02-23 15:00:00,3132.76,44381.48,28421.2,6323.66,34254066593.95,657122988.88,582268403.2,38.27,10.14,Binance Smart Chain,5
Chainlink,LINK,2022-02-23 16:00:00,26735.02,10590.15,35035.02,31118.53,23935089177.74,413767607.82,75972976.86,-8.12,4.12,Cardano,30
Polygon,MATIC,2022-02-23 17:00:00,26713.88,14199.59,35955.75,536.38,51737506206.26,876848173.17,293731806.72,-14.62,6.75,Binance Smart Chain,54
Avalanche,AVAX,2022-02-23 18:00:00,7173.13,9502.51,16617.37,23296.46,3554456768.14,577056802.2,690585799.42,36.17,18.53,Ethereum,43
Chainlink,LINK,2022-02-23 19:00:00,13547.14,26464.75,45905.32,11837.62,28199884868.72,1145851.22,939895375.75,5.68,-32.0,Binance Smart Chain,34
Stellar,XLM,2022-02-23 20:00:00,28082.13,6521.51,40821.08,37589.75,98372429608.08,559088552.21,32800782.85,-16.46,49.65,Binance Smart Chain,17
Polkadot,DOT,2022-02-23 21:00:00,28054.65,16539.68,6311.64,47359.09,10200691374.33,407371174.83,282820302.53,26.08,-12.94,Cardano,45
TRON,TRX,2022-02-23 22:00:00,44915.26,36392.44,21709.64,45461.41,29969652345.04,752292530.13,470622018.1,-2.44,27.29,Cardano,30
Litecoin,LTC,2022-02-23 23:00:00,22793.89,5280.1,43996.59,10150.99,29489101969.62,636275388.71,798281020.51,34.52,-31.45,Binance Smart Chain,81
Polkadot,DOT,2022-02-24 00:00:00,22538.43,9651.8,6482.16,8437.67,20982629823.1,955559283.65,694678207.57,18.09,9.26,Binance Smart Chain,96
Polygon,MATIC,2022-02-24 01:00:00,8088.04,6227.37,21032.04,203.27,84668073884.82,302382817.96,782802168.79,-11.63,35.68,Binance Smart Chain,26
TRON,TRX,2022-02-24 02:00:00,21440.27,6255.44,12540.78,17268.11,47505751108.67,540822317.76,828193647.47,-33.23,31.4,Ethereum,77
Avalanche,AVAX,2022-02-24 03:00:00,1940.94,25060.47,10886.54,4933.68,81248007628.17,769087078.56,489963460.23,-45.68,-12.84,Binance Smart Chain,95
Chainlink,LINK,2022-02-24 04:00:00,24609.18,44779.33,27308.12,43858.29,64937631482.41,50977052.43,570999448.26,31.12,-5.43,Binance Smart Chain,85
TRON,TRX,2022-02-24 05:00:00,48183.76,41755.45,22784.03,45736.16,34010765377.12,40785372.89,367235134.18,15.18,-21.48,Ethereum,15
